date,close,volume
2012-11-12,5683.700195,0
2012-11-15,5631.0,0
2012-11-16,5574.049805,0
2012-11-19,5571.399902,0
2012-11-20,5571.549805,0
2012-11-21,5614.799805,0
2012-11-22,5627.75,0
2012-11-23,5626.600098,0
2012-11-26,5635.899902,0
2012-11-27,5727.450195,0
2012-11-29,5825.0,0
2012-11-30,5879.850098,0
2012-12-03,5870.950195,0
2012-12-04,5889.25,0
2012-12-05,5900.5,0
2012-12-06,5930.899902,0
2012-12-07,5907.399902,0
2012-12-10,5908.899902,0
2012-12-11,5898.799805,0
2012-12-12,5888.0,0
2012-12-13,5851.5,0
2012-12-14,5879.600098,0
2012-12-17,5857.899902,0
2012-12-18,5896.799805,0
2012-12-19,5929.600098,0
2012-12-20,5916.399902,0
2012-12-21,5847.700195,0
2012-12-24,5855.75,0
2012-12-26,5905.600098,0
2012-12-27,5870.100098,0
2012-12-28,5908.350098,0
2012-12-31,5905.100098,0
2013-01-02,5993.25,0
2013-01-03,6009.5,0
2013-01-04,6016.149902,0
2013-01-07,5988.399902,0
2013-01-08,6001.700195,0
2013-01-09,5971.5,0
2013-01-10,5968.649902,0
2013-01-11,5951.299805,0
2013-01-14,6024.049805,0
2013-01-15,6056.600098,0
2013-01-16,6001.850098,0
2013-01-17,6039.200195,0
2013-01-18,6064.399902,0
2013-01-21,6082.299805,130900
2013-01-22,6048.5,129000
2013-01-23,6054.299805,137000
2013-01-24,6019.350098,185200
2013-01-25,6074.649902,147600
2013-01-28,6074.799805,113100
2013-01-29,6049.899902,157600
2013-01-30,6055.75,124200
2013-01-31,6034.75,168500
2013-02-01,5998.899902,159300
2013-02-04,5987.25,141700
2013-02-05,5956.899902,136200
2013-02-06,5959.200195,157800
2013-02-07,5938.799805,157600
2013-02-08,5903.5,192600
2013-02-11,5897.850098,122000
2013-02-12,5922.5,142800
2013-02-13,5932.950195,142600
2013-02-14,5896.950195,143800
2013-02-15,5887.399902,125100
2013-02-18,5898.200195,114300
2013-02-19,5939.700195,101000
2013-02-20,5943.049805,135400
2013-02-21,5852.25,159400
2013-02-22,5850.299805,157000
2013-02-25,5854.75,125100
2013-02-26,5761.350098,157400
2013-02-27,5796.899902,175200
2013-02-28,5693.049805,334900
2013-03-01,5719.700195,174500
2013-03-04,5698.5,144900
2013-03-05,5784.25,154400
2013-03-06,5818.600098,156900
2013-03-07,5863.299805,134700
2013-03-08,5945.700195,150800
2013-03-11,5942.350098,125400
2013-03-12,5914.100098,115900
2013-03-13,5851.200195,116700
2013-03-14,5908.950195,149000
2013-03-15,5872.600098,152200
2013-03-18,5835.25,102700
2013-03-19,5745.950195,182300
2013-03-20,5694.399902,187600
2013-03-21,5658.75,179200
2013-03-22,5651.350098,165300
2013-03-25,5633.850098,150400
2013-03-26,5641.600098,126500
2013-03-28,5682.549805,209700
2013-04-01,5704.399902,97800
2013-04-02,5748.100098,106400
2013-04-03,5672.899902,140700
2013-04-04,5574.75,134600
2013-04-05,5553.25,137500
2013-04-08,5542.950195,97000
2013-04-09,5495.100098,138200
2013-04-10,5558.700195,128600
2013-04-11,5594.0,146800
2013-04-12,5528.549805,127300
2013-04-15,5568.399902,142900
2013-04-16,5688.950195,142700
2013-04-17,5688.700195,154600
2013-04-18,5783.100098,149900
2013-04-22,5834.399902,135100
2013-04-23,5836.899902,132200
2013-04-25,5916.299805,199600
2013-04-26,5871.450195,141300
2013-04-29,5904.100098,118900
2013-04-30,5930.200195,153200
2013-05-02,5999.350098,162400
2013-05-03,5944.0,145800
2013-05-06,5971.049805,110200
2013-05-07,6043.549805,136400
2013-05-08,6069.299805,122300
2013-05-09,6050.149902,110000
2013-05-10,6094.75,111400
2013-05-13,5980.450195,107900
2013-05-14,5995.399902,119300
2013-05-15,6146.75,153900
2013-05-16,6169.899902,158600
2013-05-17,6187.299805,147300
2013-05-20,6156.899902,122300
2013-05-21,6114.100098,130600
2013-05-22,6094.5,133800
2013-05-23,5967.049805,198900
2013-05-24,5983.549805,161600
2013-05-27,6083.149902,115100
2013-05-28,6111.25,139700
2013-05-29,6104.299805,120200
2013-05-30,6124.049805,194100
2013-05-31,5985.950195,175300
2013-06-03,5939.299805,112100
2013-06-04,5919.450195,114500
2013-06-05,5923.850098,110200
2013-06-06,5921.399902,114200
2013-06-07,5881.0,118300
2013-06-10,5878.0,100100
2013-06-11,5788.799805,180900
2013-06-12,5760.200195,140400
2013-06-13,5699.100098,142000
2013-06-14,5808.399902,124400
2013-06-17,5850.049805,107200
2013-06-18,5813.600098,117500
2013-06-19,5822.25,115500
2013-06-20,5655.899902,198400
2013-06-21,5667.649902,182400
2013-06-24,5590.25,193500
2013-06-25,5609.100098,196600
2013-06-26,5588.700195,160100
2013-06-27,5682.350098,239000
2013-06-28,5842.200195,214400
2013-07-01,5898.850098,144800
2013-07-02,5857.549805,145700
2013-07-03,5770.899902,160500
2013-07-04,5836.950195,151900
2013-07-05,5867.899902,123600
2013-07-08,5811.549805,127600
2013-07-09,5859.0,110400
2013-07-10,5816.700195,117500
2013-07-11,5935.100098,120200
2013-07-12,6009.0,127700
2013-07-15,6030.799805,116300
2013-07-16,5955.25,151200
2013-07-17,5973.299805,191500
2013-07-18,6038.049805,171700
2013-07-19,6029.200195,163300
2013-07-22,6031.799805,115200
2013-07-23,6077.799805,126500
2013-07-24,5990.5,151900
2013-07-25,5907.5,237100
2013-07-26,5886.200195,174500
2013-07-29,5831.649902,173400
2013-07-30,5755.049805,181500
2013-07-31,5742.0,235500
2013-08-01,5727.850098,216800
2013-08-02,5677.899902,222500
2013-08-05,5685.399902,197200
2013-08-06,5542.25,216200
2013-08-07,5519.100098,245000
2013-08-08,5565.649902,204900
2013-08-12,5612.399902,195700
2013-08-13,5699.299805,223000
2013-08-14,5742.299805,223700
2013-08-16,5507.850098,248100
2013-08-19,5414.75,219700
2013-08-20,5401.450195,261100
2013-08-21,5302.549805,255000
2013-08-22,5408.450195,284500
2013-08-23,5471.75,251500
2013-08-26,5476.5,242000
2013-08-27,5287.450195,306000
2013-08-28,5285.0,336000
2013-08-29,5409.049805,326500
2013-08-30,5471.799805,336400
2013-09-02,5550.75,214200
2013-09-03,5341.450195,250300
2013-09-04,5448.100098,237200
2013-09-05,5592.950195,274900
2013-09-06,5680.399902,253000
2013-09-10,5896.75,275200
2013-09-11,5913.149902,265000
2013-09-12,5850.700195,273000
2013-09-13,5850.600098,190800
2013-09-16,5840.549805,219500
2013-09-17,5850.200195,157900
2013-09-18,5899.450195,153600
2013-09-19,6115.549805,287200
2013-09-20,6012.100098,318600
2013-09-23,5889.75,188300
2013-09-24,5892.450195,187600
2013-09-25,5873.850098,200200
2013-09-26,5882.25,220600
2013-09-27,5833.200195,163100
2013-09-30,5735.299805,155700
2013-10-01,5780.049805,159200
2013-10-03,5909.700195,199800
2013-10-04,5907.299805,191500
2013-10-07,5906.149902,156400
2013-10-08,5928.399902,158500
2013-10-09,6007.450195,192000
2013-10-10,6020.950195,159600
2013-10-11,6096.200195,180800
2013-10-14,6112.700195,142200
2013-10-15,6089.049805,218300
2013-10-17,6045.850098,230600
2013-10-18,6189.350098,250300
2013-10-21,6204.950195,197000
2013-10-22,6202.799805,161900
2013-10-23,6178.350098,188300
2013-10-24,6164.350098,148900
2013-10-25,6144.899902,144500
2013-10-28,6101.100098,146300
2013-10-29,6220.899902,197300
2013-10-30,6251.700195,177600
2013-10-31,6299.149902,239600
2013-11-01,6307.200195,191600
2013-11-05,6253.149902,181100
2013-11-06,6215.149902,157100
2013-11-07,6187.25,168800
2013-11-08,6140.75,150100
2013-11-11,6078.799805,146100
2013-11-12,6018.049805,153800
2013-11-13,5989.600098,162500
2013-11-14,6056.149902,154900
2013-11-18,6189.0,164000
2013-11-19,6203.350098,161500
2013-11-20,6122.899902,155800
2013-11-21,5999.049805,137200
2013-11-22,5995.450195,134800
2013-11-25,6115.350098,127200
2013-11-26,6059.100098,150700
2013-11-27,6057.100098,124900
2013-11-28,6091.850098,195300
2013-11-29,6176.100098,190700
2013-12-02,6217.850098,145900
2013-12-03,6201.850098,156900
2013-12-04,6160.950195,186200
2013-12-05,6241.100098,186100
2013-12-06,6259.899902,158500
2013-12-09,6363.899902,198300
2013-12-10,6332.850098,242400
2013-12-11,6307.899902,148200
2013-12-12,6237.049805,148500
2013-12-13,6168.399902,169700
2013-12-16,6154.700195,146500
2013-12-17,6139.049805,154200
2013-12-18,6217.149902,243300
2013-12-19,6166.649902,437000
2013-12-20,6274.25,172000
2013-12-23,6284.5,131200
2013-12-24,6268.399902,107600
2013-12-26,6278.899902,182300
2013-12-27,6313.799805,96900
2013-12-30,6291.100098,101300
2013-12-31,6304.0,103400
2014-01-02,6221.149902,158100
2014-01-03,6211.149902,139000
2014-01-06,6191.450195,118300
2014-01-07,6162.25,138600
2014-01-08,6174.600098,146900
2014-01-09,6168.350098,150100
2014-01-10,6171.450195,159900
2014-01-13,6272.75,135000
2014-01-14,6241.850098,110200
2014-01-15,6320.899902,145900
2014-01-16,6318.899902,153400
2014-01-17,6261.649902,167700
2014-01-20,6303.950195,122100
2014-01-21,6313.799805,141700
2014-01-22,6338.950195,137500
2014-01-23,6345.649902,120100
2014-01-24,6266.75,160300
2014-01-27,6135.850098,190400
2014-01-28,6126.25,184100
2014-01-29,6120.25,146700
2014-01-30,6073.700195,208100
2014-01-31,6089.5,146700
2014-02-03,6001.799805,134900
2014-02-04,6000.899902,183300
2014-02-05,6022.399902,166600
2014-02-06,6036.299805,185500
2014-02-07,6063.200195,181900
2014-02-10,6053.450195,133100
2014-02-11,6062.700195,150500
2014-02-12,6084.0,138500
2014-02-13,6001.100098,153700
2014-02-14,6048.350098,140200
2014-02-18,6127.100098,126600
2014-02-19,6152.75,95200
2014-02-20,6091.450195,132100
2014-02-21,6155.450195,112600
2014-02-24,6186.100098,144900
2014-02-25,6200.049805,146300
2014-02-26,6238.799805,181700
2014-02-28,6276.950195,180600
2014-03-03,6221.450195,144600
2014-03-04,6297.950195,166800
2014-03-05,6328.649902,160300
2014-03-06,6401.149902,180700
2014-03-07,6526.649902,284900
2014-03-10,6537.25,242100
2014-03-11,6511.899902,239000
2014-03-12,6516.899902,175000
2014-03-13,6493.100098,167900
2014-03-14,6504.200195,177300
2014-03-18,6516.649902,179300
2014-03-19,6524.049805,172500
2014-03-20,6483.100098,142000
2014-03-21,6493.200195,189900
2014-03-24,6583.5,158400
2014-03-25,6589.75,168100
2014-03-26,6601.399902,186600
2014-03-27,6641.75,312400
2014-03-28,6695.899902,184800
2014-03-31,6704.200195,220600
2014-04-01,6721.049805,177800
2014-04-02,6752.549805,173300
2014-04-03,6736.100098,197500
2014-04-04,6694.350098,155100
2014-04-07,6695.049805,133900
2014-04-09,6796.200195,169800
2014-04-10,6796.399902,191100
2014-04-11,6776.299805,140700
2014-04-15,6733.100098,123200
2014-04-16,6675.299805,119800
2014-04-17,6779.399902,131500
2014-04-21,6817.649902,111800
2014-04-22,6815.350098,114700
2014-04-23,6840.799805,183000
2014-04-25,6782.75,154300
2014-04-28,6761.25,118200
2014-04-29,6715.25,115500
2014-04-30,6696.399902,161100
2014-05-02,6694.799805,114300
2014-05-05,6699.350098,105000
2014-05-06,6715.299805,88300
2014-05-07,6652.549805,114100
2014-05-08,6659.850098,101600
2014-05-09,6858.799805,166400
2014-05-12,7014.25,157700
2014-05-13,7108.75,232200
2014-05-14,7108.75,177200
2014-05-15,7123.149902,186800
2014-05-16,7203.0,393200
2014-05-19,7263.549805,316200
2014-05-20,7275.5,255300
2014-05-21,7252.899902,203100
2014-05-22,7276.399902,240900
2014-05-23,7367.100098,259600
2014-05-26,7359.049805,273200
2014-05-27,7318.0,168600
2014-05-28,7329.649902,175600
2014-05-29,7235.649902,241100
2014-05-30,7229.950195,312200
2014-06-02,7362.5,169900
2014-06-03,7415.850098,234700
2014-06-04,7402.25,204600
2014-06-05,7474.100098,250700
2014-06-06,7583.399902,248400
2014-06-09,7654.600098,231900
2014-06-10,7656.399902,188700
2014-06-11,7626.850098,186200
2014-06-12,7649.899902,148200
2014-06-13,7542.100098,174500
2014-06-16,7533.549805,155400
2014-06-17,7631.700195,158000
2014-06-18,7558.200195,165100
2014-06-19,7540.700195,148900
2014-06-20,7511.450195,124100
2014-06-23,7493.350098,127400
2014-06-24,7580.200195,137000
2014-06-25,7569.25,115000
2014-06-26,7493.200195,171700
2014-06-27,7508.799805,126700
2014-06-30,7611.350098,152300
2014-07-01,7634.700195,139400
2014-07-02,7725.149902,136300
2014-07-03,7714.799805,133800
2014-07-04,7751.600098,113100
2014-07-07,7787.149902,173900
2014-07-08,7623.200195,180600
2014-07-09,7585.0,168300
2014-07-10,7567.75,258400
2014-07-11,7459.600098,187600
2014-07-14,7454.149902,135200
2014-07-15,7526.649902,122100
2014-07-16,7624.399902,168000
2014-07-17,7640.450195,141600
2014-07-18,7663.899902,134600
2014-07-21,7684.200195,105400
2014-07-22,7767.850098,120100
2014-07-23,7795.75,122100
2014-07-24,7830.600098,117600
2014-07-25,7790.450195,153900
2014-07-28,7748.700195,116500
2014-07-30,7791.399902,178100
2014-07-31,7721.299805,208900
2014-08-01,7602.600098,181100
2014-08-04,7683.649902,137000
2014-08-05,7746.549805,128200
2014-08-06,7672.049805,116400
2014-08-07,7649.25,116800
2014-08-08,7568.549805,118400
2014-08-11,7625.950195,107000
2014-08-12,7727.049805,120600
2014-08-13,7739.549805,154100
2014-08-14,7791.700195,127300
2014-08-18,7874.25,126700
2014-08-19,7897.5,140600
2014-08-20,7875.299805,117300
2014-08-21,7891.100098,115200
2014-08-22,7913.200195,104100
2014-08-25,7906.299805,118500
2014-08-26,7904.75,142800
2014-08-27,7936.049805,120000
2014-08-28,7954.350098,189700
2014-09-01,8027.700195,139300
2014-09-02,8083.049805,134900
2014-09-03,8114.600098,150700
2014-09-04,8095.950195,141300
2014-09-05,8086.850098,126000
2014-09-08,8173.899902,120700
2014-09-09,8152.950195,104700
2014-09-10,8094.100098,107100
2014-09-11,8085.700195,122800
2014-09-12,8105.5,111400
2014-09-15,8042.0,96500
2014-09-16,7932.899902,128000
2014-09-17,7975.5,123700
2014-09-18,8114.75,116900
2014-09-19,8121.450195,161300
2014-09-22,8146.299805,105500
2014-09-23,8017.549805,140800
2014-09-24,8002.399902,182200
2014-09-25,7911.850098,231900
2014-09-26,7968.850098,147800
2014-09-29,7958.899902,97300
2014-09-30,7964.799805,141100
2014-10-01,7945.549805,113000
2014-10-07,7852.399902,148200
2014-10-08,7842.700195,135900
2014-10-09,7960.549805,123800
2014-10-10,7859.950195,142900
2014-10-13,7884.25,118800
2014-10-14,7864.0,225500
2014-10-16,7748.200195,213500
2014-10-17,7779.700195,177600
2014-10-20,7879.399902,176200
2014-10-21,7927.75,163400
2014-10-22,7995.899902,151100
2014-10-27,7991.700195,132800
2014-10-28,8027.600098,124100
2014-10-29,8090.450195,148300
2014-10-30,8169.200195,205700
2014-10-31,8322.200195,176200
2014-11-03,8324.150391,141100
2014-11-05,8338.299805,161600
2014-11-07,8337.0,153400
