date,close,volume
2014-11-10,8344.25,130700
2014-11-11,8362.650391,122000
2014-11-12,8383.299805,125200
2014-11-13,8357.849609,127400
2014-11-14,8389.900391,146800
2014-11-17,8430.75,113900
2014-11-18,8425.900391,134700
2014-11-19,8382.299805,125400
2014-11-20,8401.900391,122800
2014-11-21,8477.349609,137000
2014-11-24,8530.150391,140700
2014-11-25,8463.099609,271900
2014-11-26,8475.75,151900
2014-11-27,8494.200195,194300
2014-11-28,8588.25,197200
2014-12-01,8555.900391,152000
2014-12-02,8524.700195,137400
2014-12-03,8537.650391,153200
2014-12-04,8564.400391,143500
2014-12-05,8538.299805,143300
2014-12-08,8438.25,163800
2014-12-09,8340.700195,146300
2014-12-10,8355.650391,136700
2014-12-11,8292.900391,133900
2014-12-12,8224.099609,138100
2014-12-15,8219.599609,137100
2014-12-16,8067.600098,197300
2014-12-17,8029.799805,216200
2014-12-18,8159.299805,162100
2014-12-19,8225.200195,174800
2014-12-22,8324.0,139200
2014-12-23,8267.0,132200
2014-12-24,8174.100098,221900
2014-12-26,8200.700195,75500
2014-12-29,8246.299805,82100
2014-12-30,8248.25,77700
2014-12-31,8282.700195,84500
2015-01-02,8395.450195,101900
2015-01-05,8378.400391,118200
2015-01-06,8127.350098,172800
2015-01-07,8102.100098,164100
2015-01-08,8234.599609,143800
2015-01-09,8284.5,148000
2015-01-12,8323.0,103200
2015-01-13,8299.400391,129600
2015-01-14,8277.549805,146100
2015-01-15,8494.150391,232100
2015-01-16,8513.799805,176000
2015-01-19,8550.700195,125400
2015-01-20,8695.599609,158700
2015-01-21,8729.5,185900
2015-01-22,8761.400391,175500
2015-01-23,8835.599609,191200
2015-01-27,8910.5,192000
2015-01-28,8914.299805,185100
2015-01-29,8952.349609,256300
2015-01-30,8808.900391,267300
2015-02-02,8797.400391,210100
2015-02-03,8756.549805,208700
2015-02-04,8723.700195,195300
2015-02-05,8711.700195,173600
2015-02-06,8661.049805,171300
2015-02-09,8526.349609,146800
2015-02-10,8565.549805,196200
2015-02-11,8627.400391,161600
2015-02-12,8711.549805,158800
2015-02-13,8805.5,221900
2015-02-16,8809.349609,136400
2015-02-18,8869.099609,147600
2015-02-19,8895.299805,213300
2015-02-20,8833.599609,197600
2015-02-23,8754.950195,139600
2015-02-24,8762.099609,149800
2015-02-25,8767.25,135200
2015-02-26,8683.849609,217500
2015-02-27,8844.599609,249500
2015-03-02,8956.75,218100
2015-03-03,8996.25,177800
2015-03-04,8922.650391,248400
2015-03-05,8937.75,160100
2015-03-09,8756.75,155500
2015-03-10,8712.049805,163800
2015-03-11,8699.950195,172800
2015-03-12,8776.0,173900
2015-03-13,8647.75,179200
2015-03-16,8633.150391,163300
2015-03-17,8723.299805,177000
2015-03-18,8685.900391,156400
2015-03-19,8634.650391,163500
2015-03-20,8570.900391,174600
2015-03-23,8550.900391,150700
2015-03-24,8542.950195,156700
2015-03-25,8530.799805,161000
2015-03-26,8342.150391,280100
2015-03-27,8341.400391,193000
2015-03-30,8492.299805,134700
2015-03-31,8491.0,167200
2015-04-01,8586.25,125500
2015-04-06,8659.900391,146900
2015-04-07,8660.299805,148700
2015-04-08,8714.400391,148200
2015-04-09,8778.299805,152700
2015-04-10,8780.349609,139000
2015-04-13,8834.0,121600
2015-04-16,8706.700195,142900
2015-04-17,8606.0,150400
2015-04-20,8448.099609,148900
2015-04-21,8377.75,407800
2015-04-22,8429.700195,171800
2015-04-23,8398.299805,156000
2015-04-24,8305.25,173600
2015-04-27,8213.799805,171500
2015-04-28,8285.599609,174600
2015-04-29,8239.75,160400
2015-04-30,8181.5,267700
2015-05-04,8331.950195,131700
2015-05-05,8324.799805,155500
2015-05-06,8097.0,209600
2015-05-07,8057.299805,161600
2015-05-08,8191.5,183100
2015-05-11,8325.25,192000
2015-05-12,8126.950195,173400
2015-05-13,8235.450195,169800
2015-05-14,8224.200195,134800
2015-05-15,8262.349609,129800
2015-05-18,8373.650391,148700
2015-05-19,8365.650391,140300
2015-05-20,8423.25,123600
2015-05-21,8421.0,143800
2015-05-22,8458.950195,187300
2015-05-25,8370.25,121300
2015-05-26,8339.349609,116800
2015-05-27,8334.599609,165500
2015-05-28,8319.0,232300
2015-05-29,8433.650391,363900
2015-06-01,8433.400391,122200
2015-06-02,8236.450195,146800
2015-06-03,8135.100098,171400
2015-06-04,8130.649902,154700
2015-06-05,8114.700195,162100
2015-06-08,8044.149902,135900
2015-06-09,8022.399902,136000
2015-06-10,8124.450195,136800
2015-06-11,7965.350098,166200
2015-06-12,7982.899902,136600
2015-06-15,8013.899902,133000
2015-06-16,8047.299805,124000
2015-06-17,8091.549805,152500
2015-06-18,8174.600098,144800
2015-06-19,8224.950195,147100
2015-06-22,8353.099609,122700
2015-06-23,8381.549805,131700
2015-06-24,8360.849609,130100
2015-06-25,8398.0,201200
2015-06-26,8381.099609,110600
2015-06-29,8318.400391,132000
2015-06-30,8368.5,158500
2015-07-01,8453.049805,131800
2015-07-02,8444.900391,112000
2015-07-03,8484.900391,88400
2015-07-06,8522.150391,101500
2015-07-07,8510.799805,122200
2015-07-08,8363.049805,188100
2015-07-09,8328.549805,131300
2015-07-10,8360.549805,154100
2015-07-13,8459.650391,117800
2015-07-14,8454.099609,101700
2015-07-15,8523.799805,105500
2015-07-16,8608.049805,116000
2015-07-17,8609.849609,105000
2015-07-20,8603.450195,90600
2015-07-21,8529.450195,164100
2015-07-22,8633.5,136800
2015-07-23,8589.799805,132900
2015-07-24,8521.549805,127400
2015-07-27,8361.0,136600
2015-07-28,8337.0,174600
2015-07-29,8375.049805,141000
2015-07-30,8421.799805,215200
2015-07-31,8532.849609,203300
2015-08-03,8543.049805,156700
2015-08-04,8516.900391,187400
2015-08-05,8567.950195,132800
2015-08-06,8588.650391,134900
2015-08-07,8564.599609,143700
2015-08-10,8525.599609,123400
2015-08-11,8462.349609,154400
2015-08-12,8349.450195,190000
2015-08-13,8355.849609,189200
2015-08-14,8518.549805,155900
2015-08-17,8477.299805,174700
2015-08-18,8466.549805,153300
2015-08-19,8495.150391,130500
2015-08-20,8372.75,184100
2015-08-21,8299.950195,201300
2015-08-24,7809.0,312400
2015-08-25,7880.700195,299100
2015-08-26,7791.850098,216600
2015-08-27,7948.950195,305000
2015-08-28,8001.950195,195600
2015-08-31,7971.299805,198200
2015-09-01,7785.850098,184900
2015-09-02,7717.0,215300
2015-09-03,7823.0,155800
2015-09-04,7655.049805,193600
2015-09-07,7558.799805,141400
2015-09-08,7688.25,172200
2015-09-09,7818.600098,208400
2015-09-10,7788.100098,160300
2015-09-11,7789.299805,136400
2015-09-14,7872.25,122800
2015-09-15,7829.100098,136500
2015-09-16,7899.149902,140000
2015-09-18,7981.899902,241800
2015-09-21,7977.100098,121800
2015-09-22,7812.0,168400
2015-09-23,7845.950195,146700
2015-09-24,7868.5,202500
2015-09-28,7795.700195,136300
2015-09-29,7843.299805,240700
2015-09-30,7948.899902,210700
2015-10-01,7950.899902,156900
2015-10-05,8119.299805,183100
2015-10-06,8152.899902,178500
2015-10-07,8177.399902,193900
2015-10-08,8129.350098,171700
2015-10-09,8189.700195,199700
2015-10-12,8143.600098,199100
2015-10-13,8131.700195,145900
2015-10-14,8107.899902,138900
2015-10-15,8179.5,167200
2015-10-16,8238.150391,156400
2015-10-19,8275.049805,124500
2015-10-20,8261.650391,155100
2015-10-21,8251.700195,144800
2015-10-23,8295.450195,152000
2015-10-26,8260.549805,133900
2015-10-27,8232.900391,156700
2015-10-28,8171.200195,188900
2015-10-29,8111.75,217500
2015-10-30,8065.799805,199500
2015-11-02,8050.799805,136100
2015-11-03,8060.700195,132500
2015-11-04,8040.200195,122100
2015-11-05,7955.450195,132100
2015-11-06,7954.299805,219500
2015-11-09,7915.200195,211800
2015-11-10,7783.350098,165200
2015-11-13,7762.25,160900
2015-11-16,7806.600098,149500
2015-11-17,7837.549805,145000
2015-11-18,7731.799805,143600
2015-11-19,7842.75,132600
2015-11-20,7856.549805,151900
2015-11-23,7849.25,127000
2015-11-24,7831.600098,130600
2015-11-26,7883.799805,219800
2015-11-27,7942.700195,150300
2015-11-30,7935.25,216300
2015-12-01,7954.899902,138600
2015-12-02,7931.350098,126300
2015-12-03,7864.149902,125700
2015-12-04,7781.899902,152500
2015-12-07,7765.399902,137600
2015-12-08,7701.700195,135100
2015-12-09,7612.5,140000
2015-12-10,7683.299805,140800
2015-12-11,7610.450195,167800
2015-12-14,7650.049805,148900
2015-12-15,7700.899902,134300
2015-12-16,7750.899902,154300
2015-12-17,7844.350098,175900
2015-12-18,7761.950195,191400
2015-12-21,7834.450195,126300
2015-12-22,7786.100098,125700
2015-12-23,7865.950195,117900
2015-12-24,7861.049805,93500
2015-12-28,7925.149902,122900
2015-12-29,7928.950195,113000
2015-12-30,7896.25,106800
2015-12-31,7946.350098,150900
2016-01-04,7791.299805,134700
2016-01-05,7784.649902,145200
2016-01-06,7741.0,147100
2016-01-07,7568.299805,188900
2016-01-08,7601.350098,157400
2016-01-11,7563.850098,189000
2016-01-12,7510.299805,163900
2016-01-13,7562.399902,215200
2016-01-14,7536.799805,200800
2016-01-15,7437.799805,197500
2016-01-18,7351.0,233600
2016-01-19,7435.100098,188300
2016-01-20,7309.299805,225600
2016-01-21,7276.799805,240700
2016-01-22,7422.450195,229200
2016-01-25,7436.149902,163200
2016-01-27,7437.75,187600
2016-01-28,7424.649902,274500
2016-01-29,7563.549805,298700
2016-02-01,7555.950195,200400
2016-02-02,7455.549805,230200
2016-02-03,7361.799805,192000
2016-02-04,7404.0,222700
2016-02-05,7489.100098,249800
2016-02-08,7387.25,171500
2016-02-09,7298.200195,212100
2016-02-10,7215.700195,246900
2016-02-11,6976.350098,292300
2016-02-12,6980.950195,333900
2016-02-15,7162.950195,354200
2016-02-16,7048.25,253800
2016-02-17,7108.450195,260000
2016-02-18,7191.75,246700
2016-02-19,7210.75,192300
2016-02-22,7234.549805,154400
2016-02-23,7109.549805,194400
2016-02-24,7018.700195,199700
2016-02-25,6970.600098,283100
2016-02-26,7029.75,206700
2016-02-29,6987.049805,473400
2016-03-01,7222.299805,275100
2016-03-02,7368.850098,338500
2016-03-03,7475.600098,278600
2016-03-04,7485.350098,281700
2016-03-08,7485.299805,257000
2016-03-09,7531.799805,245100
2016-03-10,7486.149902,224700
2016-03-11,7510.200195,198700
2016-03-14,7538.75,166900
2016-03-15,7460.600098,193700
2016-03-16,7498.75,195400
2016-03-17,7512.549805,239600
2016-03-18,7604.350098,237400
2016-03-21,7704.25,196800
2016-03-22,7714.899902,208900
2016-03-23,7716.5,199600
2016-03-28,7615.100098,242400
2016-03-29,7597.0,216800
2016-03-30,7735.200195,232600
2016-03-31,7738.399902,380100
2016-04-01,7713.049805,183900
2016-04-04,7758.799805,155500
2016-04-05,7603.200195,203800
2016-04-06,7614.350098,165600
2016-04-07,7546.450195,234400
2016-04-08,7555.200195,143400
2016-04-11,7671.399902,179800
2016-04-12,7708.950195,163400
2016-04-13,7850.450195,220400
2016-04-18,7914.700195,184600
2016-04-20,7914.75,205300
2016-04-21,7912.049805,223700
2016-04-22,7899.299805,183300
2016-04-25,7855.049805,146300
2016-04-26,7962.649902,202400
2016-04-27,7979.899902,206800
2016-04-28,7847.25,292500
2016-04-29,7849.799805,243700
2016-05-02,7805.899902,146300
2016-05-03,7747.0,186500
2016-05-04,7706.549805,199700
2016-05-05,7735.5,185100
2016-05-06,7733.450195,163600
2016-05-09,7866.049805,160600
2016-05-10,7887.799805,162000
2016-05-11,7848.850098,214100
2016-05-12,7900.399902,152700
2016-05-13,7814.899902,179500
2016-05-16,7860.75,205200
2016-05-17,7890.75,183400
2016-05-18,7870.149902,156400
2016-05-19,7783.399902,170400
2016-05-20,7749.700195,157000
2016-05-23,7731.049805,172000
2016-05-24,7748.850098,147000
2016-05-25,7934.899902,176200
2016-05-26,8069.649902,264300
2016-05-27,8156.649902,260900
2016-05-30,8178.5,247400
2016-05-31,8160.100098,471000
2016-06-01,8179.950195,194400
2016-06-02,8218.950195,181700
2016-06-03,8220.799805,379000
2016-06-06,8201.049805,171600
2016-06-07,8266.450195,241900
2016-06-08,8273.049805,174300
2016-06-09,8203.599609,174900
2016-06-10,8170.049805,182200
2016-06-13,8110.600098,169700
2016-06-14,8108.850098,145500
2016-06-15,8206.599609,169800
2016-06-16,8140.75,189200
2016-06-17,8170.200195,166600
2016-06-20,8238.5,168600
2016-06-21,8219.900391,137000
2016-06-22,8203.700195,136100
2016-06-23,8270.450195,154100
2016-06-24,8088.600098,297600
2016-06-27,8094.700195,162500
2016-06-28,8127.850098,170400
2016-06-29,8204.0,147000
2016-06-30,8287.75,279400
2016-07-01,8328.349609,165500
2016-07-04,8370.700195,154200
